Date : 2022-01-14 11:34:21
Directory : c:\xampp_new\htdocs
Total : 917 files,  405173 codes, 23229 comments, 73654 blanks, all 502056 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| c:\xampp_new\htdocs\www\special-construction-1-portfolio.html                        | Django HTML |        437 |          0 |        125 |        562 |
| c:\xampp_new\htdocs\www\special-construction-1-services-single.html                  | Django HTML |        454 |          0 |        114 |        568 |
| c:\xampp_new\htdocs\www\special-construction-1-services.html                         | Django HTML |        491 |          0 |        131 |        622 |
| c:\xampp_new\htdocs\www\special-construction-1.html                                  | Django HTML |        857 |          0 |        227 |      1,084 |
| c:\xampp_new\htdocs\www\special-construction-2-about.html                            | Django HTML |        555 |          0 |        158 |        713 |
| c:\xampp_new\htdocs\www\special-construction-2-contact.html                          | Django HTML |        430 |          0 |        104 |        534 |
| c:\xampp_new\htdocs\www\special-construction-2-portfolio.html                        | Django HTML |        421 |          0 |        118 |        539 |
| c:\xampp_new\htdocs\www\special-construction-2-services-single.html                  | Django HTML |        438 |          0 |        107 |        545 |
| c:\xampp_new\htdocs\www\special-construction-2-services.html                         | Django HTML |        476 |          0 |        124 |        600 |
| c:\xampp_new\htdocs\www\special-construction-2.html                                  | Django HTML |        841 |          0 |        220 |      1,061 |
| c:\xampp_new\htdocs\www\special-construction-3-about.html                            | Django HTML |        564 |          0 |        163 |        727 |
| c:\xampp_new\htdocs\www\special-construction-3-contact.html                          | Django HTML |        439 |          0 |        109 |        548 |
| c:\xampp_new\htdocs\www\special-construction-3-portfolio.html                        | Django HTML |        430 |          0 |        123 |        553 |
| c:\xampp_new\htdocs\www\special-construction-3-services-single.html                  | Django HTML |        447 |          0 |        112 |        559 |
| c:\xampp_new\htdocs\www\special-construction-3-services.html                         | Django HTML |        485 |          0 |        129 |        614 |
| c:\xampp_new\htdocs\www\special-construction-3.html                                  | Django HTML |        850 |          0 |        225 |      1,075 |
| c:\xampp_new\htdocs\www\special-cv-resume.html                                       | Django HTML |        577 |          0 |        149 |        726 |
| c:\xampp_new\htdocs\www\special-fashion.html                                         | Django HTML |      1,615 |          0 |        355 |      1,970 |
| c:\xampp_new\htdocs\www\special-finance-1.html                                       | Django HTML |        704 |          0 |        185 |        889 |
| c:\xampp_new\htdocs\www\special-finance-2-about.html                                 | Django HTML |        396 |          0 |         91 |        487 |
| c:\xampp_new\htdocs\www\special-finance-2-contact.html                               | Django HTML |        355 |          0 |         97 |        452 |
| c:\xampp_new\htdocs\www\special-finance-2-expertise.html                             | Django HTML |        321 |          0 |         78 |        399 |
| c:\xampp_new\htdocs\www\special-finance-2-portfolio.html                             | Django HTML |        342 |          0 |         98 |        440 |
| c:\xampp_new\htdocs\www\special-finance-2-qa.html                                    | Django HTML |        293 |          0 |         74 |        367 |
| c:\xampp_new\htdocs\www\special-finance-2.html                                       | Django HTML |        494 |          0 |        127 |        621 |
| c:\xampp_new\htdocs\www\special-landing-1.html                                       | Django HTML |        493 |          0 |        123 |        616 |
| c:\xampp_new\htdocs\www\special-landing-2.html                                       | Django HTML |        634 |          0 |        179 |        813 |
| c:\xampp_new\htdocs\www\special-magazine-1.html                                      | Django HTML |      1,387 |          0 |        317 |      1,704 |
| c:\xampp_new\htdocs\www\special-magazine-2.html                                      | Django HTML |      1,450 |          0 |        327 |      1,777 |
| c:\xampp_new\htdocs\www\special-photographer-1-about.html                            | Django HTML |        330 |          0 |         94 |        424 |
| c:\xampp_new\htdocs\www\special-photographer-1-contact.html                          | Django HTML |        285 |          0 |         81 |        366 |
| c:\xampp_new\htdocs\www\special-photographer-1-portfolio.html                        | Django HTML |        356 |          0 |         69 |        425 |
| c:\xampp_new\htdocs\www\special-photographer-1.html                                  | Django HTML |        389 |          0 |         83 |        472 |
| c:\xampp_new\htdocs\www\special-photographer-2-about.html                            | Django HTML |        265 |          0 |         77 |        342 |
| c:\xampp_new\htdocs\www\special-photographer-2-contact.html                          | Django HTML |        291 |          0 |         82 |        373 |
| c:\xampp_new\htdocs\www\special-photographer-2-portfolio.html                        | Django HTML |        349 |          0 |         67 |        416 |
| c:\xampp_new\htdocs\www\special-photographer-2.html                                  | Django HTML |        358 |          0 |         72 |        430 |
| c:\xampp_new\htdocs\www\special-photographer-3-about.html                            | Django HTML |        265 |          0 |         77 |        342 |
| c:\xampp_new\htdocs\www\special-photographer-3-contact.html                          | Django HTML |        291 |          0 |         82 |        373 |
| c:\xampp_new\htdocs\www\special-photographer-3-portfolio.html                        | Django HTML |        349 |          0 |         67 |        416 |
| c:\xampp_new\htdocs\www\special-photographer-3.html                                  | Django HTML |        358 |          0 |         72 |        430 |
| c:\xampp_new\htdocs\www\special-product-designer-about.html                          | Django HTML |        369 |          0 |         82 |        451 |
| c:\xampp_new\htdocs\www\special-product-designer-contact.html                        | Django HTML |        238 |          0 |         41 |        279 |
| c:\xampp_new\htdocs\www\special-product-designer.html                                | Django HTML |        209 |          0 |         39 |        248 |
| c:\xampp_new\htdocs\www\special-restaurant-1.html                                    | Django HTML |        688 |          0 |        160 |        848 |
| c:\xampp_new\htdocs\www\special-restaurant-2-about.html                              | Django HTML |        315 |          0 |         62 |        377 |
| c:\xampp_new\htdocs\www\special-restaurant-2-gallery.html                            | Django HTML |        283 |          0 |         74 |        357 |
| c:\xampp_new\htdocs\www\special-restaurant-2-location.html                           | Django HTML |        239 |          0 |         52 |        291 |
| c:\xampp_new\htdocs\www\special-restaurant-2-menu.html                               | Django HTML |        527 |          0 |        106 |        633 |
| c:\xampp_new\htdocs\www\special-restaurant-2-reservations.html                       | Django HTML |        280 |          0 |         69 |        349 |
| c:\xampp_new\htdocs\www\special-restaurant-2.html                                    | Django HTML |        369 |          0 |         76 |        445 |
| Total                                                                                |             |    405,173 |     23,229 |     73,654 |    502,056 |
+--------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
