Date : 2022-01-10 17:20:23
Directory : c:\xampp_new\htdocs\old
Total : 555 files,  156571 codes, 14759 comments, 25419 blanks, all 196749 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\xampp_new\htdocs\old\js\jquery.mb.YTPlayer.js                                     | JavaScript |          4 |          8 |          3 |         15 |
| c:\xampp_new\htdocs\old\js\jquery.parallax-1.1.3.js                                  | JavaScript |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\js\jquery.scrollTo.min.js                                    | JavaScript |          1 |          6 |          0 |          7 |
| c:\xampp_new\htdocs\old\js\jquery.simple-text-rotator.min.js                         | JavaScript |         15 |          1 |          1 |         17 |
| c:\xampp_new\htdocs\old\js\jquery.sticky.js                                          | JavaScript |        181 |         15 |         22 |        218 |
| c:\xampp_new\htdocs\old\js\jquery.viewport.mini.js                                   | JavaScript |          1 |          0 |          1 |          2 |
| c:\xampp_new\htdocs\old\js\maincur.js                                                | JavaScript |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\js\masonry.pkgd.min.js                                       | JavaScript |          1 |          7 |          1 |          9 |
| c:\xampp_new\htdocs\old\js\morphext.js                                               | JavaScript |         15 |          0 |          0 |         15 |
| c:\xampp_new\htdocs\old\js\owl.carousel.min.js                                       | JavaScript |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\js\partikal.min.js                                           | JavaScript |        334 |         71 |         49 |        454 |
| c:\xampp_new\htdocs\old\js\placeholder.js                                            | JavaScript |         99 |         13 |         49 |        161 |
| c:\xampp_new\htdocs\old\js\playa.js                                                  | JavaScript |        181 |          0 |         51 |        232 |
| c:\xampp_new\htdocs\old\js\rev-slider.js                                             | JavaScript |        113 |          1 |         36 |        150 |
| c:\xampp_new\htdocs\old\js\tiltfx.js                                                 | JavaScript |        169 |         52 |         29 |        250 |
| c:\xampp_new\htdocs\old\js\wow.min.js                                                | JavaScript |          1 |          1 |          0 |          2 |
| c:\xampp_new\htdocs\old\me\index.php                                                 | PHP        |        311 |          1 |         27 |        339 |
| c:\xampp_new\htdocs\old\melancholy.php                                               | PHP        |        264 |          0 |          5 |        269 |
| c:\xampp_new\htdocs\old\nav_bar.php                                                  | PHP        |         58 |          0 |          3 |         61 |
| c:\xampp_new\htdocs\old\people\people.php                                            | PHP        |        166 |          0 |          6 |        172 |
| c:\xampp_new\htdocs\old\php\PHPMailerAutoload.php                                    | PHP        |         20 |         27 |          3 |         50 |
| c:\xampp_new\htdocs\old\php\class.phpmailer.php                                      | PHP        |      2,322 |      1,456 |        262 |      4,040 |
| c:\xampp_new\htdocs\old\php\class.smtp.php                                           | PHP        |        649 |        507 |         94 |      1,250 |
| c:\xampp_new\htdocs\old\php\dev1.php                                                 | PHP        |          3 |          0 |          2 |          5 |
| c:\xampp_new\htdocs\old\php\dev2.php                                                 | PHP        |          3 |          0 |          0 |          3 |
| c:\xampp_new\htdocs\old\php\email_confirm.php                                        | PHP        |          3 |          0 |          0 |          3 |
| c:\xampp_new\htdocs\old\php\livesearch.php                                           | PHP        |         34 |          6 |          5 |         45 |
| c:\xampp_new\htdocs\old\php\m_list.php                                               | PHP        |         17 |          0 |         18 |         35 |
| c:\xampp_new\htdocs\old\php\message.php                                              | PHP        |         18 |          2 |         17 |         37 |
| c:\xampp_new\htdocs\old\php\message_confirm.php                                      | PHP        |          5 |          0 |          4 |          9 |
| c:\xampp_new\htdocs\old\php\simple_html_dom.php                                      | PHP        |      1,696 |        302 |        355 |      2,353 |
| c:\xampp_new\htdocs\old\playlists\index.php                                          | PHP        |        228 |          1 |         45 |        274 |
| c:\xampp_new\htdocs\old\playlists\kdrama\bg.svg                                      | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\playlists\kdrama\index.php                                   | PHP        |        143 |          0 |        108 |        251 |
| c:\xampp_new\htdocs\old\playlists\kdrama\plbg.svg                                    | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\playlists\melancholia\bg.svg                                 | XML        |         26 |          0 |          5 |         31 |
| c:\xampp_new\htdocs\old\playlists\melancholia\index.php                              | PHP        |        180 |          0 |        135 |        315 |
| c:\xampp_new\htdocs\old\playlists\melancholia\plbg.svg                               | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\playlists\melancholia_2\bg.svg                               | XML        |         26 |          0 |          5 |         31 |
| c:\xampp_new\htdocs\old\playlists\melancholia_2\index.php                            | PHP        |        177 |          0 |         59 |        236 |
| c:\xampp_new\htdocs\old\playlists\melancholia_2\plbg.svg                             | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\playlists\res\icons\back.svg                                 | XML        |         10 |          1 |          1 |         12 |
| c:\xampp_new\htdocs\old\playlists\res\icons\home.svg                                 | XML        |         92 |          1 |          1 |         94 |
| c:\xampp_new\htdocs\old\playlists\res\icons\next.svg                                 | XML        |         10 |          1 |          1 |         12 |
| c:\xampp_new\htdocs\old\playlists\res\icons\pause.svg                                | XML        |         10 |          1 |          1 |         12 |
| c:\xampp_new\htdocs\old\playlists\res\icons\play.svg                                 | XML        |          8 |          1 |          1 |         10 |
| c:\xampp_new\htdocs\old\playlists\res\icons\playlist.svg                             | XML        |         16 |          1 |          1 |         18 |
| c:\xampp_new\htdocs\old\playlists\res\icons\return.svg                               | XML        |         44 |          1 |          1 |         46 |
| c:\xampp_new\htdocs\old\playlists\res\p_script.js                                    | JavaScript |        179 |          6 |         70 |        255 |
| c:\xampp_new\htdocs\old\playlists\res\p_style.css                                    | CSS        |        312 |          6 |        141 |        459 |
| c:\xampp_new\htdocs\old\private\ebooks\index.php                                     | PHP        |         61 |          1 |         60 |        122 |
| c:\xampp_new\htdocs\old\private\index.php                                            | PHP        |         61 |          1 |         60 |        122 |
| c:\xampp_new\htdocs\old\resources\apks\index.php                                     | PHP        |        111 |          0 |         30 |        141 |
| c:\xampp_new\htdocs\old\resources\ebooks\index.php                                   | PHP        |        114 |          0 |         21 |        135 |
| c:\xampp_new\htdocs\old\resources\index.php                                          | PHP        |        114 |          0 |         21 |        135 |
| c:\xampp_new\htdocs\old\rs-plugin\css\settings-ie8.css                               | CSS        |        531 |         83 |        180 |        794 |
| c:\xampp_new\htdocs\old\rs-plugin\css\settings.css                                   | CSS        |      1,742 |        141 |        462 |      2,345 |
| c:\xampp_new\htdocs\old\rs-plugin\font\revicons.svg                                  | XML        |         54 |          0 |          0 |         54 |
| c:\xampp_new\htdocs\old\rs-plugin\js\jquery.themepunch.plugins.min.js                | JavaScript |          8 |         66 |         16 |         90 |
| c:\xampp_new\htdocs\old\rs-plugin\js\jquery.themepunch.revolution.js                 | JavaScript |      4,088 |        542 |      1,599 |      6,229 |
| c:\xampp_new\htdocs\old\rs-plugin\js\jquery.themepunch.revolution.min.js             | JavaScript |          1 |          6 |          2 |          9 |
| c:\xampp_new\htdocs\old\rs-plugin\js\jquery.themepunch.tools.min.js                  | JavaScript |         40 |         73 |         30 |        143 |
| c:\xampp_new\htdocs\old\sitemap.xml                                                  | XML        |         97 |          0 |          2 |         99 |
| c:\xampp_new\htdocs\old\style.css                                                    | CSS        |      5,832 |          0 |        889 |      6,721 |
| c:\xampp_new\htdocs\old\svg\bg_new.svg                                               | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\bg_new2.svg                                              | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\cat.svg                                                  | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\home.svg                                                 | XML        |         26 |          0 |          5 |         31 |
| c:\xampp_new\htdocs\old\svg\ic_grid.svg                                              | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\meteor.svg                                               | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\pattern.svg                                              | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\poeple.svg                                               | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\poly.svg                                                 | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\polyl.svg                                                | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\shapes.svg                                               | XML        |         26 |          0 |          5 |         31 |
| c:\xampp_new\htdocs\old\svg\shapes_black.svg                                         | XML        |         26 |          0 |          5 |         31 |
| c:\xampp_new\htdocs\old\svg\shapes_orange.svg                                        | XML        |         26 |          0 |          5 |         31 |
| c:\xampp_new\htdocs\old\svg\snow.svg                                                 | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\sprinkle.svg                                             | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\svg\vector_yellow.svg                                        | XML        |          1 |          0 |          0 |          1 |
| c:\xampp_new\htdocs\old\titli.php                                                    | PHP        |        169 |          1 |          7 |        177 |
| c:\xampp_new\htdocs\old\xml\links.xml                                                | XML        |         90 |          0 |          4 |         94 |
| Total                                                                                |            |    156,571 |     14,759 |     25,419 |    196,749 |
+--------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
